DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1962-0028-JPN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1962,7,,1962,7,,71,,,,,,,,,,,9.927744057,,2003-07-01,2023-09-25
1962-0029-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1962,7,,1962,7,,41,,,,,,,,,,,9.927744057,,2003-07-01,2023-09-25
1962-0032-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1962,8,,1962,8,,156,,,,,,,,,,,9.927744057,,2003-07-01,2023-09-25
1962-0039-HTI,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HTI,Haiti,Latin America and the Caribbean,Americas,,,,No,No,No,,,Km2,,,,1962,11,,1962,11,,26,,,,,,,,,,,9.927744057,,2003-07-01,2023-09-25
1963-0017-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Carmen,PHL,Philippines,South-eastern Asia,Asia,North Luzon,,,No,No,No,,,Kph,,,,1963,8,10,1963,8,10,1,,,2000,2000,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0028-HTI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Flora,HTI,Haiti,Latin America and the Caribbean,Americas,South West End Hispaniola,,,No,No,No,,,Kph,,,,1963,10,4,1963,10,8,5000,,,,,,,,,180000,1790900,10.05081019,,2005-12-12,2023-09-25
1963-0034-HTI,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,HTI,Haiti,Latin America and the Caribbean,Americas,Grand Riviare du Nord,,,No,No,No,,,Km2,,,,1963,11,14,1963,11,15,500,,,,,,,,,,,10.05081019,,2005-12-12,2023-09-25
1963-0038-HTI,Yes,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,,HTI,Haiti,Latin America and the Caribbean,Americas,,,,No,No,No,,,Vaccinated,,,,1963,12,,1963,12,,,,2724,,2724,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0054-JPN,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,JPN,Japan,Eastern Asia,Asia,Yokohama,,,No,No,No,,,,,,,1963,,,1963,,,162,120,,,120,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0062-JPN,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1963,2,,1963,2,,86,,,,,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0068-JPN,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1963,7,,1963,7,,47,,,,,,,,,,,10.05081019,,2003-07-01,2023-09-25
1963-0081-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1963,9,,1963,9,,,,,,,,,,,,,10.05081019,,2003-07-01,2023-09-25
1964-0008-JPN,Yes,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Mine,JPN,Japan,Eastern Asia,Asia,Omuta,,,No,No,No,,,m3,,,,1964,,,1964,,,447,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1964-0036-JPN,Yes,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,,,JPN,Japan,Eastern Asia,Asia,"Niigata, Hodo Isl.",,Tsunami/Tidal wave,No,No,No,,6.5,Moment Magnitude,38.67,139.195,,1964,6,16,1964,6,16,25,376,35000,,35376,,,5000,49119,800000,7859046,10.17935249,,2011-04-27,2023-09-25
1964-0037-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Winnie (Dading),PHL,Philippines,South-eastern Asia,Asia,"South, Central Luzon",,,Yes,No,No,,,Kph,,,,1964,6,29,1964,6,29,56,163,924125,,924288,,,,,8000,78590,10.17935249,,2003-07-01,2023-09-25
1964-0042-JPN,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,JPN,Japan,Eastern Asia,Asia,West Coast,,,No,No,No,,,,,,,1964,7,18,1964,7,18,108,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1964-0047-HTI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cleo,HTI,Haiti,Latin America and the Caribbean,Americas,Les Cayes area,,,Yes,No,No,,,Kph,,,,1964,8,24,1964,8,24,100,,80000,,80000,,,,,10000,98238,10.17935249,,2003-07-01,2023-09-25
1964-0065-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Louise,PHL,Philippines,South-eastern Asia,Asia,"North Mindanao, South Luzon",,,Yes,No,No,,,Kph,,,,1964,11,19,1964,11,19,580,1258,300000,,301258,,,,,35000,343833,10.17935249,,2003-07-01,2023-09-25
1964-0093-JPN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1964,7,,1964,7,,136,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1964-0100-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1964,9,,1964,9,,42,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1965-0026-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Lucena city,,,Yes,No,No,,,,,,,1965,5,4,1965,5,4,,,7000,,7000,,,,,10000,96705,10.34071295,,2003-07-01,2023-09-25
1965-0036-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dinah,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1965,6,10,1965,6,10,61,,30000,,30000,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0042-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,PHL,Philippines,South-eastern Asia,Asia,"Cotabato, Luzon",,,No,No,No,,,Kph,,,,1965,7,12,1965,7,12,37,,,,,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0044-JPN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,West,,,No,No,No,,,Km2,,,,1965,7,20,1965,7,20,28,,,,,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0046-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Jean,JPN,Japan,Eastern Asia,Asia,South,,,No,No,No,,,Kph,,,,1965,8,6,1965,8,6,26,40,,,40,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0055-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Shirley,JPN,Japan,Eastern Asia,Asia,"Shikoku, Honshu",,,No,No,No,,,Kph,,,,1965,9,10,1965,9,10,60,730,,,730,,,,,,,10.34071295,,2003-07-01,2023-09-25
1965-0056-JPN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,South,,,No,No,No,,,Km2,,,,1965,9,18,1965,9,18,114,,3000000,,3000000,,,,,90000,870346,10.34071295,,2003-07-01,2023-09-25
1965-0058-PHL,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Taal,PHL,Philippines,South-eastern Asia,Asia,,,,Yes,No,No,,,,,,,1965,9,28,1965,9,28,355,785,50000,8000,58785,,,,,10000,96705,10.34071295,,2003-07-01,2023-09-25
1966-0018-JPN,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,JPN,Japan,Eastern Asia,Asia,Misawa City,,,Yes,No,No,,,,,,,1966,1,11,1966,1,11,,3,2365,,2368,,,,,6000,56325,10.65249707,,2003-07-01,2023-09-25
1966-0027-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Iloilo City,,,Yes,No,No,,,,,,,1966,2,7,1966,2,7,,,10430,,10430,,,,,12000,112650,10.65249707,,2003-07-01,2023-09-25
1966-0052-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kit,JPN,Japan,Eastern Asia,Asia,Honshu,,,No,No,No,,,Kph,,,,1966,6,28,1966,6,28,44,80,,,80,,,,,,,10.65249707,,2003-07-01,2023-09-25
1966-0065-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alice & Cora,JPN,Japan,Eastern Asia,Asia,Ryukyu Islands,,,Yes,No,No,,,Kph,,,,1966,9,17,1966,9,17,314,41,13764,,13805,,,,,7900,74161,10.65249707,,2003-07-01,2023-09-25
1966-0075-HTI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Inez,HTI,Haiti,Latin America and the Caribbean,Americas,South Hispaniola,,,Yes,No,No,,,Kph,,,,1966,9,29,1966,9,29,480,881,67000,,67881,,,,,20000,187749,10.65249707,,2003-07-01,2023-09-25
1966-0091-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Aning,PHL,Philippines,South-eastern Asia,Asia,"Visayas, South Luzon",,,Yes,No,No,,,Kph,,,,1966,12,28,1966,12,28,18,,196000,90000,286000,,,,,1000,9387,10.65249707,,2003-07-01,2023-09-25
1966-0111-JPN,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Dc-8,JPN,Japan,Eastern Asia,Asia,Tokyo,,,No,No,No,,,,,,,1966,3,4,1966,3,4,64,,,,,,,,,,,10.65249707,,2003-07-01,2023-09-25
1967-0043-JPN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,Central,,,No,No,No,,,Km2,,,,1967,7,7,1967,7,7,347,,,,,,,,,20000,182684,10.94786822,,2003-07-01,2023-09-25
1967-0045-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Billie,JPN,Japan,Eastern Asia,Asia,"South West, Western Japan",,,No,No,No,,,Kph,,,,1967,7,9,1967,7,9,263,395,2610,,3005,,,,,,,10.94786822,,2003-07-01,2023-09-25
1967-0054-JPN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,JPN,Japan,Eastern Asia,Asia,"Niigata, Yamagata",,,No,No,No,,,Km2,,,,1967,8,26,1967,8,26,142,34,117,,151,,,,,,,10.94786822,,2003-07-01,2023-09-25
1967-0069-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Diana,JPN,Japan,Eastern Asia,Asia,Central region,,,No,No,No,,,Kph,,,,1967,10,28,1967,10,28,27,34,45,,79,,,,,,,10.94786822,,2003-07-01,2023-09-25
1967-0071-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Emma (Welming),PHL,Philippines,South-eastern Asia,Asia,"Samar Island, Visayas, Bicol, Southern Tagalog, Central Luzon",,,Yes,No,No,,,Kph,,,,1967,11,3,1967,11,3,107,,137000,,137000,,,,,26500,242056,10.94786822,,2003-07-01,2023-09-25
1968-0024-PHL,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,Mindanao,,,No,No,No,,,Km2,,,,1968,1,16,1968,1,16,29,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0041-PHL,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Mayon,PHL,Philippines,South-eastern Asia,Asia,"Albay province, Luzon",,,Yes,No,No,,,,,,,1968,4,20,1968,4,20,3,,45000,6000,51000,,,,,5000,43800,11.41553662,,2003-07-01,2023-09-25
1968-0050-JPN,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,Aomori Prefecture - Hokkaido,,Tsunami/Tidal wave,No,No,No,,6.5,Moment Magnitude,40.5,140.43,,1968,5,17,1968,5,17,47,281,2500,,2781,,,,,131000,1147559,11.41553662,,2005-04-27,2023-09-25
1968-0058-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JPN,Japan,Eastern Asia,Asia,"Kyushu, Shikoku",,,No,No,No,,,Kph,,,,1968,7,28,1968,7,28,22,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0061-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,"Luzon Is., Manila",,Tsunami/Tidal wave,Yes,No,No,,,Moment Magnitude,16.316,122.067,,1968,8,2,1968,8,2,271,261,,,261,,,,,5000,43800,11.41553662,,2004-01-29,2023-09-25
1968-0065-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Shirley,PHL,Philippines,South-eastern Asia,Asia,Luzon,,,No,No,No,,,Kph,,,,1968,8,17,1968,8,17,,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0069-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JPN,Japan,Eastern Asia,Asia,"Kagoshima, Makurazaki",,,No,No,No,,,Kph,,,,1968,9,,1968,9,,,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0083-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Mamie, Nina, Ora",PHL,Philippines,South-eastern Asia,Asia,"South Visayas, Samar, Luzon",,,Yes,No,No,,,Kph,,,,1968,11,22,1968,11,22,50,,187330,39313,226643,,,,,9600,84096,11.41553662,,2003-07-01,2023-09-25
1968-0105-JPN,Yes,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,,JPN,Japan,Eastern Asia,Asia,Fukuoka,,,No,No,No,,,m3,,,,1968,,,1968,,,,200,,,200,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-0125-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JPN,Japan,Eastern Asia,Asia,"Osaka, Sumoto",,,No,No,No,,,Kph,,,,1968,8,,1968,8,,102,,,,,,,,,,,11.41553662,,2003-07-01,2023-09-25
1968-9006-HTI,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,HTI,Haiti,Latin America and the Caribbean,Americas,North West Peninsula,,,Yes,No,No,,,Km2,,,,1968,1,,1968,,,,,210217,,210217,,,,,1000,8760,11.41553662,,2006-11-24,2023-09-25
1969-0069-JPN,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hotel,JPN,Japan,Eastern Asia,Asia,Tokyo Hotel,,,No,No,No,,,,,,,1969,5,5,1969,5,5,28,,56,,56,,,,,,,12.03909708,,2003-07-01,2023-09-25
1969-0075-JPN,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,JPN,Japan,Eastern Asia,Asia,Kyushu Island,,,No,No,No,,,Kph,,,,1969,7,7,1969,7,7,72,,,,,,,,,,,12.03909708,,2003-07-01,2023-09-25
1969-0080-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Viola,PHL,Philippines,South-eastern Asia,Asia,North,,,No,No,No,,,Kph,,,,1969,7,21,1969,7,21,11,,,,,,,,,,,12.03909708,,2003-07-01,2023-09-25
1969-0115-PHL,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Kanlaon,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,,,,,1969,10,5,1969,10,5,,,1700,,1700,,,,,,,12.03909708,,2003-07-01,2023-09-25
1969-0116-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Binondo, Manila",,,No,No,No,,,,,,,1969,1,1,1969,1,1,,,1192,,1192,,,,,636,5283,12.03909708,,2003-07-01,2023-09-25
1969-0117-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Catbalogan, Western Samar",,,No,No,No,,,,,,,1969,2,27,1969,2,27,,,212,,212,,,,,382,3173,12.03909708,,2003-07-01,2023-09-25
1969-0118-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Cebu city, Lapu-Lapu city",,,No,No,No,,,,,,,1969,3,8,1969,3,8,,,500,,500,,,,,1018,8456,12.03909708,,2003-07-01,2023-09-25
1969-0119-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Cotabato city,,,No,No,No,,,,,,,1969,4,12,1969,4,12,,,200,,200,,,,,763,6338,12.03909708,,2003-07-01,2023-09-25
1969-0120-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Sangay, Negros Occidental",,,No,No,No,,,,,,,1969,3,23,1969,3,23,,,152,,152,,,,,509,4228,12.03909708,,2003-07-01,2023-09-25
1970-0004-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,Luzon,,,No,No,No,,,Moment Magnitude,15.791,121.63,,1970,4,7,1970,4,7,14,200,,,200,,,,,,,12.74196873,,2004-04-05,2023-09-25
1970-0024-JPN,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,JPN,Japan,Eastern Asia,Asia,Osaka,,,No,No,No,,,,,,,1970,4,8,1970,4,8,79,425,,,425,,,,,,,12.74196873,,2003-07-01,2024-08-29
1970-0043-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Fran & Georgia,PHL,Philippines,South-eastern Asia,Asia,"(1) Bulacan, Pampg (Manila) - (2) Aurora (Quezon province)",,,Yes,No,No,,,Kph,,,,1970,8,31,1970,8,31,137,,78000,67200,145200,,,,,2353,18467,12.74196873,,2003-07-01,2023-09-25
1970-0056-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Joan, Kate",PHL,Philippines,South-eastern Asia,Asia,"(1) Bicol area, (2) Mindanao",,,Yes,No,No,,,Kph,,,,1970,10,13,1970,10,13,1551,985,1214000,,1214985,,,,,85500,671011,12.74196873,,2003-07-01,2023-09-25
1970-0064-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Patsy,PHL,Philippines,South-eastern Asia,Asia,Manila (Quezon province),,,Yes,No,No,,,Kph,,,,1970,11,19,1970,11,19,786,2075,430000,,432075,,,,,97656,766412,12.74196873,,2003-07-01,2023-09-25
1970-0076-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Oyang,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1970,9,4,1970,9,4,42,,,,,,,,,,,12.74196873,,2003-07-01,2023-09-25
1970-0077-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Katy (Pitang),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1970,9,8,1970,9,8,,,1326,,1326,,,,,598,4693,12.74196873,,2003-07-01,2023-09-25
1970-0078-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Sening,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1970,9,12,1970,9,12,575,1593,,,1593,,,,,12110,95040,12.74196873,,2003-07-01,2023-09-25
1970-0079-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Titang,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1970,9,16,1970,9,16,631,76,,,76,,,,,47397,371975,12.74196873,,2003-07-01,2023-09-25
1970-0080-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Yoling,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1970,11,17,1970,11,17,80,248,17044,,17292,,,,,12785,100338,12.74196873,,2003-07-01,2023-09-25
1970-0123-PRI,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,,No,No,No,,,Km2,,,,1970,10,,1970,10,,60,,,,,,,,,,,12.74196873,,2003-07-01,2023-09-25
