Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,2021,2022,2023
DMA,Public and publicly guaranteed debt service (% of GNI),4.07791683234072,4.56087475942315,5.24146566254005,5.77910103284322,4.16261193040953,4.99815413344887,3.06192717482573,4.51298813078032,4.51298813078032
DMA,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",7.82512264534386,9.24795383452683,12.2786825278034,20.1388631470233,11.4526906242837,23.094994519861,13.4619731875985,15.1286987364107,15.1286987364107
DMA,"Multilateral debt service (TDS, current US$)",10334013.3,11517396.6,12507126.9,11740522.9,11406878.1,11418948.3,11567484.7,12228119.2,12228119.2
DMA,Multilateral debt service (% of public and publicly guaranteed debt service),48.8608391804759,45.437724495886,45.4730303346064,36.5269592716441,45.5171429779129,44.5444059142756,67.974917148941,44.4837704757312,44.4837704757312
DMA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",76.3,76.6,77.15,78.25,77.8,76.8,78.1,77.0,77.0
DMA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",97.5,97.2,96.9,96.8,96.4,96.4,96.25,96.2,96.2
DMA,Access to clean fuels and technologies for cooking (% of population),89.2,89.1,88.9,88.5,88.1,87.55,86.9,86.7,86.7
DMA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),3.14,3.03,2.91,2.96,2.92,3.19,3.03,2.95,2.95
DMA,Access to electricity (% of population),96.7,97.8,98.9,99.6,99.9,100.0,100.0,100.0,100.0
DMA,Renewable energy consumption (% of total final energy consumption),8.7,10.7,9.7,7.9,7.6,8.6,8.8,8.9,8.9
DMA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.0213905070044,21.0269310891431,20.1703226562748,20.3127256712935,20.0434244381572,20.6672998234563,20.6672998234563,20.6672998234563,20.6672998234563
DMA,Total greenhouse gas emissions including LULUCF (Mt CO2e),-1.2995,-1.2947,-2.6215,-2.6101,-2.6032,-2.6153,-2.6153,-2.6153,-2.6153
DMA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),0.1453,0.1501,0.1405,0.1519,0.1588,0.1467,0.1447,0.1474,0.1474
DMA,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),2.07550673504078,2.14199072422405,1.99565359430706,2.14478347429507,2.22321778574229,2.03764150288214,1.99828757664475,2.02647895843931,2.02647895843931
DMA,Methane (CH4) emissions from Agriculture (Mt CO2e),0.027,0.0269,0.0272,0.0273,0.0275,0.0276,0.0277,0.0278,0.0278
DMA,Methane (CH4) emissions from Building (Energy) (Mt CO2e),0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
DMA,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.0022,0.0022,0.0021,0.0021,0.002,0.0018,0.0018,0.0018,0.0018
DMA,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
DMA,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),0.0655,0.0659,0.0658,0.0662,0.0665,0.0666,0.067,0.067,0.067
DMA,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
DMA,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
DMA,Methane (CH4) emissions from Waste (Mt CO2e),0.0354,0.0358,0.0356,0.0358,0.036,0.0362,0.0365,0.0364,0.0364
DMA,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),13.5181975736568,14.21143847487,14.0381282495667,14.7313691507799,15.2512998266898,15.4246100519931,16.1178509532062,16.1178509532062,16.1178509532062
DMA,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),0.0054,0.0062,0.0052,0.007,0.0074,0.0065,0.0063,0.0065,0.0065
DMA,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),0.0039,0.0038,0.0032,0.004,0.0041,0.0035,0.0034,0.0035,0.0035
DMA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
DMA,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),-1.4448,-1.4448,-2.762,-2.762,-2.762,-2.762,-2.762,-2.762,-2.762
DMA,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),-1.4448,-1.4448,-2.762,-2.762,-2.762,-2.762,-2.762,-2.762,-2.762
DMA,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),0.0685,0.0728,0.0634,0.0741,0.0805,0.0686,0.0663,0.0688,0.0688
DMA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),0.978473581213307,1.03888690688548,0.900529806968453,1.046270279429,1.12700901607213,0.952843947496354,0.915594100425344,0.94587348942079,0.94587348942079
