Country Code,Indicator Name,2015,2016,2017,2018,2019,2020
PRI,Adjusted savings: particulate emission damage (% of GNI),0.0537291413166858,0.0561189946740427,0.0574825708740894,0.0595227217232933,0.0576501091683115,0.0607426547225406
PRI,"Inflation, GDP deflator (annual %)",1.97754447018805,2.22158248433406,2.09140216242223,2.04611568543814,2.41285225696176,2.38228345642378
PRI,"Inflation, GDP deflator: linked series (annual %)",1.97754447018805,2.22158248433406,2.09140216242223,2.04611568543814,2.41285225696176,2.38228345642378
PRI,GDP deflator (base year varies by country),95.8226619615302,97.9514414356902,100.0,102.046115685438,104.508337690896,106.99802253029
PRI,GDP deflator: linked series (base year varies by country),95.8226619615302,97.9514414356902,100.0,102.046115685438,104.508337690896,106.99802253029
PRI,Discrepancy in expenditure estimate of GDP (current LCU),-2624400000.0,-2095600000.0,-1282100000.0,-1769800000.0,-2431900000.0,1002500000.0
PRI,Gross value added at basic prices (GVA) (current US$),103004600000.0,104654500000.0,102917071789.669,101415600000.0,104401300000.0,103706200000.0
PRI,Gross value added at basic prices (GVA) (current LCU),103004600000.0,104654500000.0,102917071789.669,101415600000.0,104401300000.0,103706200000.0
PRI,GDP (current US$),103375500000.0,104336700000.0,103445500000.0,100958100000.0,105126400000.0,103130900000.0
PRI,GDP (current LCU),103375500000.0,104336700000.0,103445500000.0,100958100000.0,105126400000.0,103130900000.0
PRI,GDP: linked series (current LCU),103375500000.0,104336700000.0,103445500000.0,100958100000.0,105126400000.0,103130900000.0
PRI,GDP (constant 2015 US$),103375500000.0,102069149649.478,99124231779.4147,94801000739.6964,96389357184.3707,92359439312.9166
PRI,GDP growth (annual %),-1.04929003238674,-1.26369434781117,-2.88521838398481,-4.36142703162535,1.67546379498209,-4.1808743093346
PRI,GDP (constant LCU),107882100000.0,106518800000.0,103445500000.0,98933800000.0,100591400000.0,96385800000.0
PRI,"GDP, PPP (current international $)",114269131890.728,112229482734.795,108691833112.613,110917943635.114,119615939334.496,120954841139.023
PRI,"GDP, PPP (constant 2021 international $)",147549410420.248,145684836860.538,141481511164.76,135310898292.068,137577983403.616,131826020840.194
PRI,GDP per capita (current US$),29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639,31427.4291136799
PRI,GDP per capita (current LCU),29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639,31427.4291136799
PRI,GDP per capita (constant 2015 US$),29763.4883013861,29961.5430101514,29809.2349889347,29686.968854595,30181.1498485361,28145.0053474362
PRI,GDP per capita growth (annual %),0.706860914000828,0.665428416050347,-0.508345051404973,-0.410161932653054,1.66463944622161,-6.74641129088297
PRI,GDP per capita (constant LCU),31061.0117608038,31267.7005593729,31108.7527508912,30981.1564893839,31496.8810412018,29371.9719023622
PRI,"GDP per capita, PPP (current international $)",32899.9421549518,32944.0235909988,32686.4615893529,34733.9955529873,37453.788413823,36858.9791794027
PRI,"GDP per capita, PPP (constant 2021 international $)",42481.875791841,42764.5622650312,42547.1707290019,42372.6584312506,43078.0104179099,40171.7906591883
PRI,Gross domestic savings (current US$),32634700000.0,34753600000.0,31934200000.0,27748400000.0,27986400000.0,29948300000.0
PRI,Gross domestic savings (current LCU),32634700000.0,34753600000.0,31934200000.0,27748400000.0,27986400000.0,29948300000.0
PRI,Gross domestic savings (% of GDP),31.5690855183288,33.3090849145123,30.8705550265599,27.4850655866146,26.621666869597,29.0391143682446
PRI,"GNI, Atlas method (current US$)",67441325341.0202,67145096440.2585,66496785294.9332,67077351180.7199,70395647306.2346,69585297214.48
PRI,GNI (current US$),69602000000.0,69985200000.0,69049500000.0,67601100000.0,70765100000.0,70353300000.0
PRI,GNI (current LCU),69602000000.0,69985200000.0,69049500000.0,67601100000.0,70765100000.0,70353300000.0
PRI,GNI: linked series (current LCU),69602000000.0,69985200000.0,69049500000.0,67601099999.9999,70765099999.9999,70353300000.0002
PRI,GNI (constant 2015 US$),69602000000.0,69078942130.3295,66106588150.6415,65882555701.4204,64779182969.4391,66158649488.5127
PRI,GNI growth (annual %),-0.105185431287296,-0.751498332907829,-4.30283656353645,-0.338895797663284,-1.67475702822115,2.12949045640842
PRI,GNI (constant LCU),72700564981.6149,72154221447.7635,69049543225.174,68815537224.8782,67663044178.6964,69103922246.9972
PRI,"GNI, PPP (current international $)",76936606041.6484,75279386784.2397,72551408524.386,74270167519.7108,80518631938.3099,82512343294.8425
PRI,"GNI, PPP (constant 2021 international $)",101861441764.291,101095954727.556,96745961023.2829,96418093026.966,94803324237.5201,96822151979.516
PRI,"GNI per capita, Atlas method (current US$)",19420.0,19710.0,20000.0,21010.0,22040.0,21200.0
PRI,GNI per capita (current LCU),20039.5481787568,20543.5686206362,20764.9808166876,21169.3097602082,22157.7583826127,21438.9998406244
PRI,GNI per capita (constant 2015 US$),20039.5481787568,20277.544222141,19879.9706703849,20631.1469700573,20283.4657827078,20160.7497564457
PRI,GNI per capita growth (annual %),1.66772123306585,1.18763178321773,-1.96065927609709,3.77855838988457,-1.68522471316857,-0.605005217435234
PRI,GNI per capita (constant LCU),20931.6754485778,21180.2666789651,20764.9938156219,21549.6112316011,21186.4518575344,21058.2727184069
PRI,"GNI per capita, PPP (current international $)",22150.0,22100.0,21820.0,23260.0,25210.0,25140.0
PRI,"GNI per capita, PPP (constant 2021 international $)",29327.5663025939,29675.8698012478,29094.0271072271,30193.3619094425,29684.5359128082,29504.9429217643
PRI,Net primary income (Net income from abroad) (current US$),-33773500000.0,-34351500000.0,-34396000000.0,-33357000000.0,-34361300000.0,-32777600000.0
PRI,Net primary income (Net income from abroad) (current LCU),-33773500000.0,-34351500000.0,-34396000000.0,-33357000000.0,-34361300000.0,-32777600000.0
PRI,DEC alternative conversion factor (LCU per US$),1.0,1.0,1.0,1.0,1.0,1.0
PRI,"PPP conversion factor, GDP (LCU per international $)",0.90466688850717,0.929672822662417,0.951732039451599,0.910205298541424,0.8788661493183,0.852639704445258
PRI,Price level ratio of PPP conversion factor (GDP) to market exchange rate,0.90466688850717,0.929672822662417,0.951732039451599,0.910205298541424,0.8788661493183,0.852639704445258
PRI,"PPP conversion factor, private consumption (LCU per international $)",1.02223210736016,1.02957312399888,1.04924631118774,1.01446086219047,0.975319383913718,0.937574854651656
PRI,Political Stability and Absence of Violence/Terrorism: Estimate,0.847117483615875,0.67782860994339,0.481970578432083,0.273784130811691,0.142660945653915,0.435354977846146
PRI,Political Stability and Absence of Violence/Terrorism: Number of Sources,5.0,4.0,5.0,3.0,4.0,4.0
PRI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,73.8095245361328,69.523811340332,63.3333320617676,56.1320762634277,53.301887512207,60.3773574829102
PRI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",60.9523811340332,57.1428565979004,50.9523811340332,41.5094337463379,37.2641525268555,48.113208770752
PRI,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",91.9047622680664,88.5714263916016,76.1904754638672,67.9245300292969,65.5660400390625,74.0566024780273
PRI,Political Stability and Absence of Violence/Terrorism: Standard Error,0.21929794549942,0.228173807263374,0.233241528272629,0.247735217213631,0.250092715024948,0.24740494787693
PRI,Rule of Law: Estimate,0.716797947883606,0.629271805286407,0.594243347644806,0.556610465049744,0.558815836906433,0.605160593986511
PRI,Rule of Law: Number of Sources,4.0,3.0,3.0,2.0,2.0,2.0
PRI,Rule of Law: Percentile Rank,73.3333358764648,73.3333358764648,71.4285736083984,70.9523773193359,70.9523773193359,70.9523773193359
PRI,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",63.3333320617676,58.0952377319336,59.523811340332,59.0476188659668,59.0476188659668,60.9523811340332
PRI,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",83.3333358764648,82.3809509277344,79.0476226806641,77.1428604125977,78.5714263916016,79.0476226806641
PRI,Rule of Law: Standard Error,0.241728931665421,0.250650644302368,0.21148818731308,0.209833040833473,0.208675384521484,0.182618722319603
PRI,Regulatory Quality: Estimate,0.971896648406982,0.939097106456757,0.859504818916321,0.937738716602325,0.722416639328003,0.784048199653625
PRI,Regulatory Quality: Number of Sources,3.0,2.0,3.0,2.0,2.0,2.0
PRI,Regulatory Quality: Percentile Rank,80.0,80.0,78.5714263916016,80.0,74.2857131958008,74.7619018554688
PRI,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",66.6666641235352,65.7142868041992,65.2380981445312,63.8095245361328,60.476188659668,57.6190490722656
PRI,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",91.9047622680664,91.9047622680664,90.0,91.4285736083984,88.0952377319336,90.9523773193359
PRI,Regulatory Quality: Standard Error,0.321536630392075,0.359746217727661,0.330090880393982,0.366042196750641,0.359159141778946,0.376031339168549
PRI,"Compulsory education, duration (years)",13.0,13.0,13.0,13.0,13.0,13.0
PRI,"School enrollment, tertiary (gross), gender parity index (GPI)",1.27549004554749,1.26450002193451,1.26725000143051,1.26999998092651,1.26999998092651,1.26999998092651
PRI,"Preprimary education, duration (years)",6.0,6.0,6.0,6.0,6.0,6.0
PRI,Primary school starting age (years),6.0,6.0,6.0,6.0,6.0,6.0
PRI,"Primary education, duration (years)",6.0,6.0,6.0,6.0,6.0,6.0
PRI,"Primary education, pupils",250579.0,227548.0,218046.0,208544.0,208544.0,208544.0
PRI,"School enrollment, primary (% gross)",103.247253417969,98.0772323608398,99.2538795471189,100.430526733398,100.430526733398,100.430526733398
PRI,"School enrollment, primary, female (% gross)",102.171836853027,97.0285873413086,98.24211502075195,99.4556427001953,99.4556427001953,99.4556427001953
PRI,"School enrollment, primary, male (% gross)",104.271270751953,99.0789031982422,100.2216033935546,101.364303588867,101.364303588867,101.364303588867
PRI,"School enrollment, primary, private (% of total primary)",23.9680900573731,25.7919197082519,24.88360023498535,23.9752807617188,23.9752807617188,23.9752807617188
PRI,"Primary education, teachers",18028.0,16810.0,15631.5,14453.0,14453.0,14453.0
PRI,"Primary education, teachers (% female)",87.1033935546875,87.0553207397461,87.0791702270508,87.1030197143555,87.1030197143555,87.1030197143555
PRI,"Children out of school, primary",6713.0,15601.0,12763.0,9925.0,9925.0,9925.0
PRI,"Children out of school, primary, female",1549.0,6463.0,5161.5,3860.0,3860.0,3860.0
PRI,"Children out of school, female (% of female primary school age)",1.30853998661041,5.70196008682251,4.750810027122499,3.79965996742249,3.79965996742249,3.79965996742249
PRI,"Children out of school, primary, male",5164.0,9138.0,7601.5,6065.0,6065.0,6065.0
PRI,"Children out of school, male (% of male primary school age)",4.15395021438599,7.70086002349854,6.709604978561405,5.71834993362427,5.71834993362427,5.71834993362427
PRI,Children out of school (% of primary school age),2.7660698890686,6.72430992126465,5.7519948482513445,4.77967977523804,4.77967977523804,4.77967977523804
PRI,Lower secondary school starting age (years),12.0,12.0,12.0,12.0,12.0,12.0
PRI,"Secondary education, duration (years)",6.0,6.0,6.0,6.0,6.0,6.0
PRI,"Secondary education, pupils",278964.0,236001.0,227462.0,218923.0,218923.0,218923.0
PRI,"School enrollment, secondary (% gross)",99.7226028442383,89.1104507446289,91.11199951171875,93.1135482788086,93.1135482788086,93.1135482788086
PRI,"School enrollment, secondary, female (% gross)",100.642883300781,90.0718994140625,92.11299896240234,94.1540985107422,94.1540985107422,94.1540985107422
PRI,"School enrollment, secondary, male (% gross)",98.8388290405273,88.1868286132812,90.15015029907224,92.1134719848633,92.1134719848633,92.1134719848633
PRI,"School enrollment, secondary, private (% of total secondary)",23.943229675293,27.2045497894287,26.41316986083985,25.621789932251,25.621789932251,25.621789932251
PRI,"Secondary education, teachers",14749.0,13753.0,12789.0,11825.0,11825.0,11825.0
PRI,"Secondary education, teachers, female",10677.0,9884.0,9222.0,8560.0,8560.0,8560.0
PRI,"Secondary education, teachers (% female)",72.3913497924805,71.8679580688477,72.12848281860354,72.3890075683594,72.3890075683594,72.3890075683594
PRI,"Adolescents out of school, female (% of female lower secondary school age)",4.10200023651123,9.14671039581299,6.71332025527954,4.27993011474609,4.27993011474609,4.27993011474609
PRI,"Adolescents out of school, male (% of male lower secondary school age)",7.77975988388062,12.3205003738403,10.404910087585435,8.48931980133057,8.48931980133057,8.48931980133057
PRI,Adolescents out of school (% of lower secondary school age),5.98610019683838,10.7718696594238,8.60274481773375,6.4336199760437,6.4336199760437,6.4336199760437
PRI,"School enrollment, tertiary (% gross)",98.2730331420898,99.6779632568359,100.91521835327146,102.152473449707,102.152473449707,102.152473449707
PRI,"School enrollment, tertiary, female (% gross)",113.951560974121,114.78002166748,116.325485229492,117.870948791504,117.870948791504,117.870948791504
PRI,"School enrollment, tertiary, male (% gross)",82.5585098266602,84.4204864501953,85.23322296142575,86.0459594726562,86.0459594726562,86.0459594726562
PRI,"Tertiary education, academic staff (% female)",53.8096694946289,54.1744194030762,54.74222564697265,55.3100318908691,55.3100318908691,55.3100318908691
PRI,Women Business and the Law Index Score (scale 1-100),81.25,81.25,81.25,81.25,81.25,83.75
PRI,People using at least basic drinking water services (% of population),99.4254497570333,99.5729300319693,99.7204103069054,99.8678905818415,100.0,100.0
PRI,People using safely managed drinking water services (% of population),95.7325044803439,98.5772007316497,99.4461459442471,99.7411658091642,99.8731075904989,99.8731075904989
PRI,Number of maternal deaths,6.0,5.0,4.0,4.0,5.0,9.0
PRI,Lifetime risk of maternal death (1 in: rate varies by country),3900.0,4000.0,6100.0,5300.0,3400.0,2100.0
PRI,Lifetime risk of maternal death (%),0.0254382730338465,0.0247603256480676,0.0162779445859496,0.0187225735887303,0.0291589991038079,0.0474948469196963
PRI,People using at least basic sanitation services (% of population),100.0,100.0,100.0,100.0,100.0,100.0
PRI,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",18.0,18.0,16.0,18.0,21.0,34.0
PRI,People using safely managed sanitation services (% of population),32.5091608798098,32.5091608798098,32.5091608798098,32.5091608798098,32.5091608798098,32.5091608798098
PRI,Tuberculosis treatment success rate (% of new cases),63.0,78.0,69.0,72.0,83.0,74.0
PRI,"Tuberculosis case detection rate (%, all forms)",87.0,87.0,87.0,87.0,87.0,87.0
PRI,"Incidence of tuberculosis (per 100,000 people)",1.7,2.2,1.3,0.87,1.3,0.95
PRI,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0.165146837079055,0.156609417476611,0.148270447140317,0.140372180288094,0.132935056582323,0.127510360216768
PRI,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",2.4154439675875,2.34906328817142,2.27717936193732,2.20495039649623,2.13364834908412,2.11584804874544
PRI,Employment in agriculture (% of total employment) (modeled ILO estimate),1.43850622131779,1.40341761355281,1.36950881529131,1.3359579825555,1.29907054067329,1.28337337273902
PRI,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",14.537,13.708,13.025,12.465,11.752,11.046
PRI,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",20.243,21.252,23.107,25.516,27.197,25.576
PRI,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",17.384,17.46,18.024,18.94,19.444,18.312
PRI,"Employers, female (% of female employment) (modeled ILO estimate)",1.75939721404466,1.76134452253448,1.76356513177161,1.76070081096318,1.75601095185577,1.83743346413083
PRI,"Employers, male (% of male employment) (modeled ILO estimate)",5.43203755635778,5.34564468219722,5.25462478962649,5.14814691927403,5.07703625922037,5.14773772733805
PRI,"Employers, total (% of total employment) (modeled ILO estimate)",3.83770509209966,3.7996686306997,3.76610008523791,3.72235207767117,3.69186156345638,3.76168776176842
PRI,"Self-employed, female (% of female employment) (modeled ILO estimate)",10.3566812666044,10.4000927382327,10.439115727044,10.4772425882348,10.5211190097131,10.4129638590689
PRI,"Self-employed, male (% of male employment) (modeled ILO estimate)",21.5374074475759,21.4036109995328,21.2874002118303,21.1360695444441,21.0859617054927,21.3966579180782
PRI,"Self-employed, total (% of total employment) (modeled ILO estimate)",16.6834380366879,16.6575817884138,16.6622917102933,16.6497102029876,16.6794498809839,16.7980189615871
PRI,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",28.842,28.758,28.655,29.123,29.389,29.051
PRI,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",42.41,42.836,43.63,45.454,46.742,46.056
PRI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",35.218,35.368,35.68,36.774,37.505,36.991
PRI,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",8.59705966827027,8.63874821569822,8.67555059527241,8.71654177727158,8.76510805785732,8.57530105975787
PRI,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",16.1051977406965,16.0579663173356,16.0329468059217,15.98792262517,16.0089254462723,16.2490853623287
PRI,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",12.8457329445882,12.8579131577141,12.896093311429,12.9273581253165,12.9875883175274,13.0362351820593
PRI,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",89.6433187333956,89.5999072617673,89.560884272956,89.5225291643176,89.4788809902869,89.587036140931
PRI,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",78.4625925524242,78.5963890004672,78.7124284044519,78.8639304555559,78.9140382945073,78.6035072535103
PRI,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",83.3165619633121,83.3424182115862,83.3377082897067,83.3501937263966,83.3206445762648,83.2019810384129
PRI,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.846153155740648,0.843508778310164,0.824826422116509,0.82397328591873,0.837241744778279,0.747403352421665
PRI,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.147016545386624,0.147053499545737,0.144476474157049,0.144663061150005,0.14778516703613,0.133128300334803
PRI,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0.450635185197813,0.447446593660846,0.434546228541822,0.430588499770872,0.435353459024445,0.390312192143059
PRI,GDP per person employed (constant 2021 PPP $),144729.074936951,143920.799619601,140815.734372646,135119.838839948,133989.607719286,126189.876209187
PRI,"Employment in industry, female (% of female employment) (modeled ILO estimate)",7.84985998420335,7.63544782565212,7.41167762361443,7.21421707701754,7.03808464815238,6.97798152934458
PRI,"Employment in industry, male (% of male employment) (modeled ILO estimate)",18.2298794774199,17.9463883970824,17.5920546372229,17.3056504860812,17.0605984002904,16.9875675345332
PRI,Employment in industry (% of total employment) (modeled ILO estimate),13.7236240576455,13.4991813805747,13.2515953843719,13.0581102333459,12.8802848830619,12.796766890004
PRI,"Employment in services, female (% of female employment) (modeled ILO estimate)",91.9849931787176,92.2079427568713,92.4400519292453,92.6451824952468,92.8287538300922,92.8945081104387
PRI,"Employment in services, male (% of male employment) (modeled ILO estimate)",79.3546765549926,79.7045483147462,80.1309373848514,80.4893991174226,80.8059152957648,80.8965844167213
PRI,Employment in services (% of total employment) (modeled ILO estimate),84.8378697210368,85.0974010058725,85.3788958003368,85.6059317840986,85.8206445762648,85.919859737257
PRI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",18.329,17.222,16.017,14.816,13.73,12.972
PRI,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",28.994,30.154,31.569,32.974,34.139,32.387
PRI,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",23.651,23.654,23.728,23.824,23.894,22.681
PRI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",40.419,40.562,40.402,40.821,41.183,41.212
PRI,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",59.536,60.506,61.383,63.146,64.629,64.553
PRI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",49.557,50.089,50.417,51.473,52.369,52.35
PRI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",31.921,31.768,31.371,31.436,31.479,31.238
PRI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),64.9368350387534,64.1622232994022,63.0382799156033,61.9026052025284,60.9798148076402,60.9058472576966
PRI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",49.157,49.512,49.765,50.783,51.622,51.289
PRI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",40.02,40.1,40.0,40.5,40.9,40.6
PRI,"Labor force, female (% of total labor force)",42.2826166707668,42.0237172058657,41.6355639679823,41.2542083039028,40.9673437966074,41.01750762699
PRI,"Labor force, total",1158495.0,1147690.0,1126376.0,1102879.0,1119726.0,1146586.0
PRI,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",20.686,20.396,18.667,15.855,14.393,14.902
PRI,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",30.178,29.517,26.797,22.605,20.327,21.021
PRI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",26.492,26.179,24.03,20.489,18.615,19.271
PRI,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",21.011,21.43,20.574,19.523,19.144,20.708
PRI,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",14.788,15.383,14.193,12.776,12.436,14.352
PRI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",17.886,18.394,17.357,16.111,15.761,17.502
PRI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",9.647,9.475,8.657,7.358,6.638,7.014
PRI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",13.724,13.485,12.329,10.494,9.454,10.195
PRI,"Unemployment, total (% of total labor force) (national estimate)",12.0,11.8,10.8,9.2,8.3,8.3
PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.0,11.8,10.8,9.2,8.3,8.89
PRI,Net migration,-64764.0,-65824.0,-62275.0,-17320.0,-16013.0,-7408.0
PRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",34.471,30.451,26.964,20.052,21.856,18.962
PRI,"Mortality rate, adult, female (per 1,000 female adults)",54.145,50.033,62.71,49.232,51.446,68.193
PRI,"Mortality rate, adult, male (per 1,000 male adults)",146.395,139.411,140.496,142.305,146.194,177.192
PRI,"Birth rate, crude (per 1,000 people)",9.0,8.3,7.3,6.7,6.4,6.0
PRI,"Death rate, crude (per 1,000 people)",8.084,8.86,9.222,9.063,9.194,10.131
PRI,"Life expectancy at birth, female (years)",83.762,84.464,83.145,84.236,83.456,82.588
PRI,"Life expectancy at birth, total (years)",79.695,80.27,79.258,79.77,79.063,78.041
PRI,"Life expectancy at birth, male (years)",75.66,76.139,75.425,75.475,74.832,73.644
PRI,"Fertility rate, total (births per woman)",1.3365,1.2425,1.101,1.035,0.982,0.922
PRI,"Survival to age 65, female (% of cohort)",90.627823,91.228419,89.036028,91.170157,90.650181,88.953491
PRI,"Survival to age 65, male (% of cohort)",77.75933,78.656334,77.894267,78.088918,77.394538,75.615779
PRI,"Population ages 00-04, female (% of female population)",4.68630248563666,4.46315302282644,4.21783787443133,3.95993708940092,3.75834737672843,3.65134179080449
PRI,"Population ages 00-04, male (% of male population)",5.41343804799089,5.16509592626796,4.89053777616927,4.60308452089746,4.38303757379039,4.27378892677676
PRI,"Population ages 0-14, female",282159.0,265779.0,248704.0,229650.0,222720.0,223447.0
PRI,"Population ages 0-14, female (% of female population)",15.5313752179784,14.8981117087188,14.2635920651192,13.6942422115433,13.2575134328755,12.9235999414059
PRI,"Population ages 0-14, male",296283.0,278821.0,260641.0,240545.0,233257.0,234006.0
PRI,"Population ages 0-14, male (% of male population)",17.8857930786409,17.1826360306034,16.4789914155786,15.8632322025581,15.4093001754599,15.0721779096316
PRI,"Population ages 0-14, total",578442.0,544601.0,509345.0,470196.0,455977.0,457453.0
PRI,Population ages 0-14 (% of total population),16.6542953420247,15.9862943324728,15.3173352724922,14.7241907781503,14.2774128412868,13.9401347581562
PRI,"Population ages 05-09, female (% of female population)",5.17952124024906,4.99315626876602,4.80494064814991,4.642768938365,4.49801429568549,4.3622160759635
PRI,"Population ages 05-09, male (% of male population)",5.9424469057718,5.7362195815572,5.5323943169388,5.36864741883837,5.23374737426842,5.10181271731869
PRI,"Population ages 10-14, female (% of female population)",5.66555149209265,5.44180241712632,5.24081354253797,5.09153618377743,5.00115176046153,4.91004207463788
PRI,"Population ages 10-14, male (% of male population)",6.52990812487823,6.28132052277828,6.05605932247054,5.89150026282222,5.79251522740109,5.69657626553615
PRI,"Population ages 15-19, female (% of female population)",6.39443287359715,6.20110751347399,5.98747389450505,5.78799311689433,5.61100748153575,5.44281344589979
PRI,"Population ages 15-19, male (% of male population)",7.18433476716476,6.96769636293583,6.73754203449943,6.55456725377904,6.41615550930303,6.27596356734085
PRI,"Population ages 15-64, female",1184823.0,1160390.0,1130429.0,1082959.0,1079516.0,1104137.0
PRI,"Population ages 15-64, female (% of female population)",65.2183063559484,65.0450412362274,64.8319008652592,64.5777356945939,64.2587079152789,63.8602791342574
PRI,"Population ages 15-64, male",1084905.0,1061229.0,1032427.0,988315.0,985057.0,1007704.0
PRI,"Population ages 15-64, male (% of male population)",65.4926634792644,65.399269773899,65.2750459104636,65.1764208023231,65.0743822462903,64.9055588361086
PRI,"Population ages 15-64, total",2269728.0,2221619.0,2162855.0,2071274.0,2064574.0,2111840.0
PRI,Population ages 15-64 (% of total population),65.3491587165656,65.2137701641007,65.042680506938,64.8620223308204,64.645319539559,64.3548216762959
PRI,"Population ages 20-24, female (% of female population)",6.62733489676435,6.45616549118409,6.28424022635479,6.17201969929009,6.11226864480804,6.04676796874207
PRI,"Population ages 20-24, male (% of male population)",7.03913310651819,6.79990948621194,6.5666405094383,6.4666637693306,6.49121531207162,6.52330793453079
PRI,"Population ages 25-29, female (% of female population)",6.10645543948265,6.14011055108377,6.14867435213193,6.17325312796077,6.19217022269101,6.17001866599757
PRI,"Population ages 25-29, male (% of male population)",6.1999670268731,6.1685758144712,6.10686450815927,6.09712652994413,6.12975574969942,6.14755898857894
PRI,"Population ages 30-34, female (% of female population)",6.01387955021292,5.79966238890584,5.63323510991855,5.56821333841238,5.62194776261149,5.7496203710284
PRI,"Population ages 30-34, male (% of male population)",6.0826126706734,5.85975867067047,5.67069558763051,5.57798523690957,5.60770088588507,5.70746238957206
PRI,"Population ages 35-39, female (% of female population)",6.5166920860871,6.51018104109827,6.4472535163992,6.32324379119257,6.1418564762134,5.92775229191474
PRI,"Population ages 35-39, male (% of male population)",6.55484779904378,6.54772461791561,6.48407817940694,6.37390671825617,6.21186342127258,6.00862361920661
PRI,"Population ages 40-44, female (% of female population)",6.46916050314053,6.46946077072012,6.50223332456187,6.546867277625,6.58111309133085,6.59763970128602
PRI,"Population ages 40-44, male (% of male population)",6.42241573117909,6.41271841038218,6.43836288017626,6.4884889578187,6.54923208664009,6.59834789338963
PRI,"Population ages 45-49, female (% of female population)",6.63433207056212,6.62975511374557,6.64233127982853,6.64528341178992,6.62565360241229,6.58957575827896
PRI,"Population ages 45-49, male (% of male population)",6.58955950900016,6.64371204383803,6.70313065488727,6.71600385874408,6.67186500383949,6.60632674394415
PRI,"Population ages 50-54, female (% of female population)",7.02789576397658,7.09072303791018,7.11097678526462,7.04827037444887,6.93732171527442,6.84454719364631
PRI,"Population ages 50-54, male (% of male population)",6.8010371547189,6.94182654377993,7.05420791530429,7.07202724595623,7.01525639345817,6.95749307745881
PRI,"Population ages 55-59, female (% of female population)",6.91241506360322,7.03462140857089,7.16102795529216,7.26085037162058,7.30885827919482,7.31724509020448
PRI,"Population ages 55-59, male (% of male population)",6.56351073874792,6.75982044021503,6.95534545808822,7.09385243444433,7.16050656236675,7.1938221084581
PRI,"Population ages 60-64, female (% of female population)",6.51570810852179,6.71325391953463,6.91445442100257,7.05174118535937,7.12651063920685,7.17429864725906
PRI,"Population ages 60-64, male (% of male population)",6.05524497534509,6.29752738347879,6.55817818287306,6.73579879714026,6.82083132175411,6.88665251362865
