DisNo.,Year,ISO,Country,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2017-0327-JPN,2017,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Noru',Eastern Asia,Asia,"Wakayama prefecture; Mie region, Kagoshima (Yakushima, Minami-ko towns), Miyazaki, Oita, Fukuoka Prefectures, Hyogo Prefecture",,,No,No,No,,120.0,Kph,33.2,134.0,,2017,8.0,5.0,2017,8.0,7.0,2.0,51.0,1338.0,,1389.0,,,,,2000.0,2486.0,80.44577926,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1694,""adm1_name"":""Wakayama""}]",2017-08-07,2023-09-25
2017-0414-JPN,2017,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,Eastern Asia,Asia,Near Oki Island,,,No,No,No,,,,,,,2017,10.0,5.0,2017,10.0,5.0,13.0,,,,,,,,,,,80.44577926,,2017-10-09,2023-09-25
2017-0432-JPN,2017,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Lan'/'Paolo',Eastern Asia,Asia,"Honshu Island: Fukuoka, Mie, Osaka, Toyama, Wakayama, Ibaraki, Nagano, Hokkaido",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,216.0,Kph,,,,2017,10.0,22.0,2017,10.0,22.0,8.0,210.0,18600.0,,18810.0,,,,,1000000.0,1243073.0,80.44577926,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1694,""adm1_name"":""Wakayama""}]",2017-11-06,2023-09-25
2017-0468-JPN,2017,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Talim',Eastern Asia,Asia,"Oita (Bungo-ono), Kagawa (Mitoyo city), Okayama, Ehime, Kochi, Kyoto, Miyazaki, Hyogo",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,160.0,Kph,,,,2017,9.0,17.0,2017,9.0,19.0,2.0,56.0,21600.0,,21656.0,,,330000.0,410214.0,500000.0,621537.0,80.44577926,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1666,""adm1_name"":""Kagawa""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1680,""adm1_name"":""Okayama""}]",2017-11-22,2023-09-25
2018-0070-JPN,2018,JPN,Japan,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Old people residency,Eastern Asia,Asia,Sapporo (Hokkaido Isl.),,,No,No,No,,,,,,,2018,2.0,1.0,2018,2.0,1.0,11.0,5.0,,,5.0,,,,,,,82.41066796,,2018-02-28,2023-09-25
2018-0183-JPN,2018,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Hyogo, Kyoto, Nara, Osaka Prefectures",,,No,No,No,,5.5,Moment Magnitude,34.826,135.64,,2018,6.0,18.0,2018,6.0,18.0,5.0,417.0,20298.0,,20715.0,,,,,3250000.0,3943664.0,82.41066796,"[{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1682,""adm1_name"":""Oosaka""}]",2018-07-10,2023-09-25
2018-0190-JPN,2018,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2018-000082,,Eastern Asia,Asia,"Kochi, Gifu,Nagano prefectures, Tokushima; Okayama, Hiroshima; Chugoku, Kansai, Kyushu regions",Tropical Storm Praipiroon,"Slide (land, mud, snow, rock)",Yes,No,No,,109672.31,Km2,35.65,137.895,,2018,6.0,29.0,2018,7.0,8.0,246.0,102.0,1500000.0,,1500102.0,,,2400000.0,2912244.0,9500000.0,11527634.0,82.41066796,"[{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1689,""adm1_name"":""Tokusima""}]",2018-07-12,2023-09-25
2018-0226-JPN,2018,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,Kumagaya (Saitama Prefecture),,,No,No,No,,41.1,°C,,,,2018,7.0,1.0,2018,7.0,15.0,119.0,49000.0,,,49000.0,,,,,,,82.41066796,"[{""adm2_code"":35947,""adm2_name"":""Kumagayasi""}]",2018-07-24,2023-09-25
2018-0326-JPN,2018,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Jebi,Eastern Asia,Asia,"Osaka, Wakayama, Hyogo",,Flood,No,No,No,,220.0,Kph,,,,2018,9.0,4.0,2018,9.0,5.0,17.0,600.0,3300.0,,3900.0,,,9000000.0,10920916.0,12500000.0,15167939.0,82.41066796,"[{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1694,""adm1_name"":""Wakayama""}]",2018-09-05,2023-09-25
2018-0330-JPN,2018,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Atsuma village, Abira, Sapporo (Hokkaido)",,"Slide (land, mud, snow, rock)",Yes,No,No,,6.6,Moment Magnitude,,,,2018,9.0,6.0,2018,9.0,6.0,41.0,680.0,5600.0,,6280.0,,,,,1250000.0,1516794.0,82.41066796,"[{""adm2_code"":34179,""adm2_name"":""Atumatyoo""},{""adm2_code"":34200,""adm2_name"":""Hayakitatyoo""},{""adm2_code"":34309,""adm2_name"":""Sapporosi_Atubetuku""},{""adm2_code"":34310,""adm2_name"":""Sapporosi_Higasiku""},{""adm2_code"":34311,""adm2_name"":""Sapporosi_Kitaku""},{""adm2_code"":34312,""adm2_name"":""Sapporosi_Minamiku""},{""adm2_code"":34313,""adm2_name"":""Sapporosi_Nisiku""},{""adm2_code"":34314,""adm2_name"":""Sapporosi_Siroisiku""},{""adm2_code"":34315,""adm2_name"":""Sapporosi_Teeneku""},{""adm2_code"":34316,""adm2_name"":""Sapporosi_Toyohiraku""},{""adm2_code"":34317,""adm2_name"":""Sapporosi_Tyuuooku""}]",2018-09-06,2023-09-25
2018-0353-JPN,2018,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Trami,Eastern Asia,Asia,"Tokyo, Okinawa, Wakayama",,Flood,No,No,No,,216.0,Kph,,,,2018,9.0,28.0,2018,10.0,1.0,4.0,200.0,18000.0,,18200.0,,,,,4500000.0,5460458.0,82.41066796,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1694,""adm1_name"":""Wakayama""}]",2018-10-02,2023-09-25
2018-0424-JPN,2018,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Kong-Rey',Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,2018,10.0,6.0,2018,10.0,7.0,3.0,,4200.0,,4200.0,,,,,,,82.41066796,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2018-11-26,2023-09-25
2019-0289-JPN,2019,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4776,,Eastern Asia,Asia,"Kyushu and Amami Islands; Kagoshima, Kirishima, Aira cities (Kagoshima Prefecture); Miyazaki, Kumamoto, Ishikawa prefectures",Torrential rains; Meiyu front (Baiu font),,No,No,No,,32382.22,Km2,32.591,130.866,,2019,6.0,29.0,2019,7.0,4.0,2.0,,600.0,,600.0,,,,,,,83.90417006,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2019-07-05,2023-09-25
2019-0322-JPN,2019,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,"Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)",,"Slide (land, mud, snow, rock)",No,No,No,,6.4,Moment Magnitude,38.637,139.48,,2019,6.0,18.0,2019,6.0,18.0,,28.0,432.0,,460.0,,,,,,,83.90417006,"[{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1695,""adm1_name"":""Yamagata""}]",2019-07-12,2023-09-25
2019-0409-JPN,2019,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4789,,Eastern Asia,Asia,"Fukuoka, Nagasaki, Takeo City, Saga Prefecture (Kyushu Island)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,10883.12,Km2,32.951,130.545,,2019,8.0,27.0,2019,8.0,29.0,1.0,2.0,300.0,,302.0,,,,,100000.0,119184.0,83.90417006,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm2_code"":35898,""adm2_name"":""Takeosi""}]",2019-08-28,2023-09-25
2019-0424-JPN,2019,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2019-000102,Tropical cyclone 'Lingling',Eastern Asia,Asia,"Nagano, Yamaguchi, Hiroshima, Tottori, Okayama, Okinawa and Miyazaki Prefectures",,,No,No,No,,,Kph,,,,2019,9.0,5.0,2019,9.0,8.0,,,,,,,,,,10000.0,11918.0,83.90417006,"[{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""}]",2019-10-28,2023-09-25
2019-0443-JPN,2019,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Tapah',Eastern Asia,Asia,"Okinawa, Miyazaki Prefectures",,,No,No,No,,,Kph,,,,2019,9.0,24.0,2019,9.0,24.0,,21.0,2000.0,,2021.0,,,,,,,83.90417006,"[{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2019-09-24,2023-09-25
2019-0463-JPN,2019,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,,,,No,No,No,,30.0,°C,,,,2019,7.0,29.0,2019,8.0,8.0,162.0,18347.0,,,18347.0,,,,,,,83.90417006,,2019-10-01,2023-09-25
2019-0467-JPN,2019,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,,,,No,No,No,,,°C,,,,2019,7.0,22.0,2019,7.0,30.0,11.0,5600.0,,,5600.0,,,,,,,83.90417006,,2019-10-01,2023-09-25
2019-0492-JPN,2019,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cylone 'Hagibis',Eastern Asia,Asia,"Tokyo, Fukushima, Miyagi, Shizuoka, Kanawanga, Nagano, Saitama, Gunma, Ibaraki, Tochigi",,Flood,No,No,No,,160.0,Kph,,,,2019,10.0,12.0,2019,10.0,17.0,99.0,470.0,390000.0,,390470.0,,,10000000.0,11918359.0,17000000.0,20261210.0,83.90417006,"[{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2019-10-22,2023-09-25
2019-0516-JPN,2019,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4823,,Eastern Asia,Asia,"Chiba, Fukushima","Torrantial rains, TYphon 21","Slide (land, mud, snow, rock)",No,No,No,,23763.91,Km2,36.739,140.269,,2019,10.0,25.0,2019,10.0,26.0,10.0,,270.0,,270.0,,,,,,,83.90417006,"[{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1693,""adm1_name"":""Tiba""}]",2019-10-28,2023-09-25
2019-0521-JPN,2019,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Faxai',Eastern Asia,Asia,Chiba prefecture; Tokyo,,,No,No,No,,170.0,Kph,,,,2019,10.0,8.0,2019,10.0,8.0,3.0,150.0,120000.0,,120150.0,,,7000000.0,8342851.0,9100000.0,10845706.0,83.90417006,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1693,""adm1_name"":""Tiba""}]",2019-10-28,2023-09-25
2020-0084-JPN,2020,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,Eastern Asia,Asia,,,,No,No,No,,,,,,,2020,2.0,29.0,2020,2.0,29.0,13.0,,,,,,,,,,,84.93919813,,2020-03-03,2023-09-25
2020-0296-JPN,2020,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4942,,Eastern Asia,Asia,"Kumamoto Prefecture, Yatsushiro, and Hitoyoshi cities (Kyushu Region)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,28547.82,Km2,32.666,131.039,Kuma River,2020,6.0,29.0,2020,7.0,10.0,82.0,114.0,250000.0,,250114.0,,,1200000.0,1412775.0,5800000.0,6828414.0,84.93919813,"[{""adm1_code"":1670,""adm1_name"":""Kumamoto""}]",2020-07-07,2023-09-25
2020-0400-JPN,2020,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Haishen' (Kristine),Eastern Asia,Asia,"Miyazaki Prefecture, Kyushu region, Kagoshima, Okinawa",,,No,No,No,,185.0,Kph,,,,2020,9.0,7.0,2020,9.0,7.0,2.0,52.0,,,52.0,,,,,,,84.93919813,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2020-09-07,2023-09-25
2020-0403-JPN,2020,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Maisak' (Julian),Eastern Asia,Asia,Okinawa Prefecture,,,No,No,No,,175.0,Kph,,,,2020,9.0,2.0,2020,9.0,2.0,,8.0,,,8.0,,,,,,,84.93919813,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2020-09-07,2023-09-25
2020-0555-JPN,2020,JPN,Japan,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,Eastern Asia,Asia,Minakami ( Gunma prefecture); Yuzawa (Niigata prefecture),,Cold wave,No,No,No,,,Kph,,,,2020,12.0,16.0,2020,12.0,18.0,,,,,,,,,,200000.0,235463.0,84.93919813,"[{""adm2_code"":34036,""adm2_name"":""Minakamimati""},{""adm2_code"":35603,""adm2_name"":""Yuzawamati""}]",2020-12-18,2023-09-25
2021-0018-JPN,2021,JPN,Japan,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,Eastern Asia,Asia,"Hokuriku, Tohoku, Hokkaido",,Cold wave,No,No,No,,,Kph,,,,2021,1.0,7.0,2021,1.0,12.0,23.0,394.0,,,394.0,,,,,2000000.0,2248973.0,88.92949348,"[{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1695,""adm1_name"":""Yamagata""}]",2021-01-19,2023-09-25
2021-0105-JPN,2021,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Namie region,,,No,No,No,,7.1,Moment Magnitude,37.745,141.749,,2021,2.0,13.0,2021,2.0,13.0,1.0,185.0,7647.0,60.0,7892.0,,,2300000.0,2586319.0,7700000.0,8658545.0,88.92949348,"[{""adm2_code"":33868,""adm2_name"":""Namiemati""}]",2021-02-26,2023-09-25
2021-0194-JPN,2021,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Honshu Island,,,No,No,No,,7.0,Moment Magnitude,38.475,141.633,,2021,3.0,20.0,2021,3.0,20.0,,11.0,600.0,,611.0,,,,,550000.0,618467.0,88.92949348,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1685,""adm1_name"":""Siga""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1693,""adm1_name"":""Tiba""},{""adm1_code"":1694,""adm1_name"":""Wakayama""},{""adm1_code"":1695,""adm1_name"":""Yamagata""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2021-04-12,2023-09-25
2021-0372-JPN,2021,JPN,Japan,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,Eastern Asia,Asia,Atami (Shizuoka Prefecture),Heavy rains,,No,No,No,,,,,,,2021,7.0,3.0,2021,7.0,5.0,26.0,,900.0,,900.0,,,,,250000.0,281122.0,88.92949348,"[{""adm2_code"":36111,""adm2_name"":""Atamisi""}]",2021-07-05,2023-09-25
2021-0405-JPN,2021,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,"Kagoshima, Kumamoto, Miyazaki Prefectures (Kyushu Island)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,7.0,10.0,2021,7.0,12.0,,,300.0,,300.0,,,,,,,88.92949348,"[{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""}]",2021-07-12,2023-09-25
2021-0508-JPN,2021,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,"Nagasaki, Hiroshima departments",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,8.0,11.0,2021,8.0,16.0,12.0,,30000.0,,30000.0,,,,,100000.0,112449.0,88.92949348,"[{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""}]",2021-08-13,2023-09-25
2021-0819-JPN,2021,JPN,Japan,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hospital,Eastern Asia,Asia,Osaka,,,No,No,No,,,,,,,2021,12.0,17.0,2021,12.0,17.0,24.0,3.0,,,3.0,,,,,,,88.92949348,,2021-12-17,2023-09-25
2022-0153-JPN,2022,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Fukushima Prefecture,,,No,No,No,,7.3,Moment Magnitude,37.702,141.587,,2022,3.0,16.0,2022,3.0,16.0,3.0,183.0,558.0,,741.0,,,2800000.0,2915259.0,8800000.0,9162244.0,96.04634213,"[{""adm1_code"":1657,""adm1_name"":""Hukusima""}]",2022-03-23,2024-04-23
2022-0238-JPN,2022,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Touristic boat 'Kazu I',Eastern Asia,Asia,,,,No,No,No,,,,,,,2022,4.0,23.0,2022,4.0,23.0,26.0,,,,,,,,,,,96.04634213,,2022-04-26,2023-09-25
2022-0398-JPN,2022,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Aere',Eastern Asia,Asia,"Unzen, Nagasaki, Arao, Kumamoto, Omuta, Fukuoka prefectures",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,46.0,Kph,,,,2022,7.0,4.0,2022,7.0,5.0,,2.0,390.0,,392.0,,,,,,,96.04634213,,2022-07-05,2023-09-26
2022-0423-JPN,2022,JPN,Japan,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,Eastern Asia,Asia,"Gunma, Tochigi, Yamanashi, Aichi, Tokyo",,,No,No,No,,37.0,°C,,,,2022,6.0,20.0,2022,7.0,1.0,80.0,14300.0,,,14300.0,,,,,,,96.04634213,,2022-07-12,2023-09-26
2022-0496-JPN,2022,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,"Aomori, Akita, Iwate, Ishikawa, Yamagata, Niigata, Fukui and Fukushima",Heavy rains,,No,No,No,,,Km2,,,,2022,8.0,2.0,2022,8.0,8.0,2.0,8.0,11100.0,,11108.0,,,,,141000.0,146804.0,96.04634213,,2022-08-04,2023-09-26
2022-0604-JPN,2022,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Nanmadol',Eastern Asia,Asia,"Kagoshima, Kyushu Isl.",,,No,No,No,,175.0,Kph,,,,2022,9.0,18.0,2022,9.0,20.0,5.0,140.0,1200.0,,1340.0,,,,,2000000.0,2082328.0,96.04634213,"[{""adm1_code"":1667,""adm1_name"":""Kagosima""}]",2022-09-20,2023-09-26
2022-0627-JPN,2022,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Talas',Eastern Asia,Asia,"Kakegawa, Fukuroi (Shizuoka prefecture); Chibu",,"Slide (land, mud, snow, rock)",No,No,No,,65.0,Kph,,,,2022,9.0,25.0,2022,9.0,25.0,3.0,,13323.0,,13323.0,,,,,752000.0,782955.0,96.04634213,,2022-10-04,2023-09-26
2022-0819-JPN,2022,JPN,Japan,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,Eastern Asia,Asia,"Niigata, Yamagata, Aomori prefectures (Honshu Isl.); Hokkaido; Fukushima",,,No,No,No,,,Kph,,,,2022,12.0,17.0,2022,12.0,26.0,19.0,130.0,,,130.0,,,,,,,96.04634213,,2022-12-22,2023-09-26
2023-0063-JPN,2023,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Cargo 'Jin Tian',Eastern Asia,Asia,,,,No,No,No,,,,,,,2023,1.0,24.0,2023,1.0,25.0,10.0,,14.0,,14.0,,,,,,,100.0,,2023-02-06,2023-09-26
2023-0279-JPN,2023,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,Eastern Asia,Asia,Ishikawa,,"Slide (land, mud, snow, rock)",No,No,No,,6.2,Moment Magnitude,37.548,137.299,,2023,5.0,6.0,2023,5.0,6.0,1.0,43.0,2157.0,54.0,2254.0,,,,,,,100.0,,2023-05-08,2023-09-26
